age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,duration
57,F,Caucasian,Greater than 45,Low,Male,7,-1.0,1,1,151.9149189814815
26,F,African-American,25 - 45,Medium,Male,1,-1.0,5,1,1.1252083333333334
45,F,African-American,Greater than 45,Low,Male,0,0.0,3,1,0.9705671296296297
26,F,African-American,25 - 45,Low,Male,2,-7.0,3,0,7.342615740740741
48,F,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,1.1875578703703704
52,M,Caucasian,Greater than 45,Low,Male,7,-1.0,2,0,0.8554976851851852
22,F,Hispanic,Less than 25,Low,Male,2,-1.0,3,1,31.662743055555556
43,M,African-American,25 - 45,Low,Female,0,-1.0,1,0,1.2674305555555556
24,F,Caucasian,Less than 25,Medium,Male,3,0.0,5,0,35.86832175925926
27,F,African-American,25 - 45,Medium,Male,11,-1.0,7,1,5.122696759259259
23,F,Hispanic,Less than 25,High,Male,2,-1.0,9,0,22.637060185185184
28,F,African-American,25 - 45,Medium,Male,2,-1.0,6,1,0.7681597222222222
21,F,African-American,Less than 25,Medium,Male,0,0.0,5,0,0.181875
33,M,African-American,25 - 45,High,Male,5,-1.0,9,1,1.3212152777777777
25,F,African-American,25 - 45,High,Male,1,-1.0,8,1,1.177476851851852
36,F,African-American,25 - 45,High,Male,17,-1.0,8,1,15.021759259259259
25,F,Caucasian,25 - 45,Medium,Female,0,0.0,5,0,0.9050810185185185
46,M,Caucasian,Greater than 45,Medium,Male,0,-1.0,5,0,0.5492592592592592
24,F,African-American,Less than 25,Medium,Female,0,0.0,7,0,2.017071759259259
28,F,African-American,25 - 45,Medium,Male,4,0.0,7,1,5.676620370370371
28,M,African-American,25 - 45,Medium,Male,12,-2.0,7,1,1.0589351851851851
23,M,African-American,Less than 25,Low,Male,0,0.0,3,1,1.1125578703703705
24,M,Other,Less than 25,Low,Male,0,0.0,3,0,0.14248842592592592
40,M,Hispanic,25 - 45,Low,Male,0,0.0,3,0,-0.03429398148148148
36,M,Hispanic,25 - 45,Low,Male,1,0.0,2,0,0.1985300925925926
50,M,Caucasian,Greater than 45,Medium,Male,1,-1.0,6,1,40.17640046296296
24,M,Caucasian,Less than 25,Low,Male,0,0.0,2,0,0.9949652777777778
55,F,African-American,Greater than 45,Low,Female,2,-1.0,1,0,1.132951388888889
22,F,African-American,Less than 25,Medium,Male,0,-1.0,7,1,2.9731134259259258
38,F,African-American,25 - 45,Medium,Male,14,-1.0,7,0,56.162268518518516
31,F,African-American,25 - 45,Low,Male,1,-1.0,1,0,1.2299305555555555
30,F,African-American,25 - 45,Low,Female,3,-1.0,2,0,0.8057523148148148
37,F,African-American,25 - 45,High,Male,16,-1.0,8,1,2.099710648148148
41,M,Caucasian,25 - 45,Low,Female,1,0.0,2,0,29.12875
20,F,African-American,Less than 25,Medium,Male,0,-1.0,5,1,0.9979513888888889
21,M,Caucasian,Less than 25,Low,Male,0,0.0,4,1,0.9905439814814815
22,M,Caucasian,Less than 25,Medium,Male,1,0.0,5,0,8.969849537037037
38,M,African-American,25 - 45,Medium,Male,7,-1.0,6,0,197.79265046296297
31,F,African-American,25 - 45,Medium,Male,0,-1.0,5,0,8.012337962962963
28,F,Caucasian,25 - 45,Medium,Male,0,0.0,7,0,53.60993055555556
21,F,Hispanic,Less than 25,Medium,Male,2,-1.0,7,1,2.592696759259259
39,F,African-American,25 - 45,High,Male,1,-1.0,8,0,0.9632638888888889
34,F,African-American,25 - 45,Medium,Male,22,-1.0,7,1,1.0951273148148148
45,M,Hispanic,Greater than 45,Low,Male,0,0.0,1,0,1.1347916666666666
24,M,African-American,Less than 25,High,Male,0,-1.0,9,1,15.177939814814815
27,F,African-American,25 - 45,Medium,Male,9,-1.0,7,1,0.7069791666666667
30,F,Hispanic,25 - 45,Low,Male,0,0.0,1,0,0.22336805555555556
43,F,African-American,25 - 45,Low,Male,2,0.0,1,0,0.862349537037037
26,F,African-American,25 - 45,Low,Male,1,-1.0,4,0,0.9234722222222222
32,F,African-American,25 - 45,Low,Male,7,-1.0,2,1,5.0571875
57,F,Caucasian,Greater than 45,Low,Female,2,-1.0,1,0,0.7682407407407408
40,M,Caucasian,25 - 45,Low,Female,0,0.0,1,0,0.08094907407407408
33,F,Caucasian,25 - 45,Medium,Male,6,-1.0,6,1,152.2549189814815
30,F,African-American,25 - 45,Medium,Male,2,-1.0,5,1,1.0162962962962963
29,M,Caucasian,25 - 45,High,Male,1,-1.0,10,0,11.193252314814815
36,M,African-American,25 - 45,Low,Male,2,-4.0,2,0,0.2585763888888889
35,F,African-American,25 - 45,High,Male,6,0.0,8,1,0.9014467592592592
49,M,Hispanic,Greater than 45,Low,Male,0,-1.0,2,0,1.0228356481481482
26,F,Hispanic,25 - 45,High,Male,5,0.0,9,1,-0.11945601851851852
21,F,African-American,Less than 25,Medium,Male,2,-1.0,5,1,8.129756944444445
49,F,African-American,Greater than 45,Medium,Male,29,-1.0,6,1,0.8056944444444445
37,M,African-American,25 - 45,High,Female,23,0.0,8,1,-0.4452083333333333
33,M,Hispanic,25 - 45,Low,Male,0,-1.0,2,0,0.6616435185185185
29,F,African-American,25 - 45,Low,Male,3,0.0,2,1,-0.43333333333333335
25,F,African-American,25 - 45,Medium,Male,1,0.0,5,1,0.9820486111111111
20,F,African-American,Less than 25,High,Male,2,-1.0,8,1,33.14962962962963
55,F,African-American,Greater than 45,Low,Male,5,-1.0,4,0,300.9356597222222
26,M,Caucasian,25 - 45,Low,Male,0,-1.0,4,0,1.0945717592592592
52,F,Caucasian,Greater than 45,Low,Female,6,-13.0,1,0,6.87931712962963
52,F,African-American,Greater than 45,High,Male,16,-1.0,8,1,0.8371064814814815
27,F,Hispanic,25 - 45,Medium,Male,1,-1.0,7,1,2.0452199074074073
60,M,Caucasian,Greater than 45,Low,Male,2,-1.0,2,0,10.845115740740741
44,M,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,2.105486111111111
30,F,Hispanic,25 - 45,Low,Male,1,-18.0,2,0,17.013483796296295
25,M,African-American,25 - 45,Low,Female,2,-1.0,4,0,0.7623148148148148
20,F,Caucasian,Less than 25,High,Female,4,-1.0,8,1,2.8684375
28,F,Caucasian,25 - 45,Medium,Male,3,-1.0,7,1,37.03465277777778
22,F,Caucasian,Less than 25,Medium,Male,1,-12.0,6,0,11.93087962962963
24,F,Caucasian,Less than 25,High,Male,1,-1.0,8,1,0.5592708333333334
28,F,African-American,25 - 45,Low,Female,0,-1.0,3,0,191.03554398148148
35,F,African-American,25 - 45,Medium,Male,10,-28.0,6,1,22.817372685185184
30,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0.1850925925925926
22,F,African-American,Less than 25,Low,Male,0,-1.0,3,1,7.105439814814815
39,F,African-American,25 - 45,Medium,Male,9,0.0,5,0,0.21755787037037036
46,F,Other,Greater than 45,Low,Female,1,-1.0,1,0,0.858761574074074
47,M,Other,Greater than 45,Low,Male,3,-1.0,2,0,3.983888888888889
26,M,African-American,25 - 45,Medium,Male,5,-1.0,7,0,323.85957175925927
23,F,African-American,Less than 25,Low,Female,0,-1.0,3,0,25.086886574074075
52,F,African-American,Greater than 45,Medium,Female,0,0.0,7,1,0.11975694444444444
22,M,African-American,Less than 25,Medium,Female,0,-1.0,5,1,0.9553703703703704
54,F,Caucasian,Greater than 45,Low,Male,0,-1.0,2,0,2.0728472222222223
50,M,African-American,Greater than 45,Medium,Male,2,0.0,6,0,30.958935185185187
20,F,African-American,Less than 25,Medium,Male,2,-1.0,5,1,1.1441087962962964
25,F,Caucasian,25 - 45,Low,Male,1,-1.0,3,0,0.6265162037037038
46,F,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,0.059988425925925924
22,M,Caucasian,Less than 25,Low,Male,0,-1.0,4,0,1.1858217592592593
38,F,Caucasian,25 - 45,Low,Male,10,0.0,4,1,-0.07185185185185185
36,F,Hispanic,25 - 45,Low,Female,9,-1.0,1,1,0.9071643518518518
34,F,African-American,25 - 45,Low,Female,5,-1.0,2,1,9.198611111111111
18,F,African-American,Less than 25,Medium,Male,4,7.0,5,1,23.62853009259259
26,F,Caucasian,25 - 45,Medium,Female,3,-1.0,6,1,1.095613425925926
23,F,Caucasian,Less than 25,Medium,Female,0,-1.0,6,0,11.879340277777779
32,M,Hispanic,25 - 45,Medium,Female,8,-8.0,5,1,7.007094907407407
44,M,Caucasian,25 - 45,Low,Male,1,0.0,1,1,0.21475694444444443
53,F,Caucasian,Greater than 45,Low,Male,9,-1.0,4,1,117.99583333333334
27,F,African-American,25 - 45,Low,Male,4,0.0,4,1,0.9887731481481481
25,F,Caucasian,25 - 45,Medium,Male,2,0.0,6,1,0.31421296296296297
19,F,Caucasian,Less than 25,High,Male,1,-1.0,10,1,8.129976851851852
53,F,Caucasian,Greater than 45,Low,Male,0,-1.0,2,0,11.004328703703704
39,M,African-American,25 - 45,Low,Male,0,-3.0,3,0,0.9126967592592593
37,F,Other,25 - 45,Low,Male,2,-1.0,4,1,51.093333333333334
27,F,African-American,25 - 45,High,Male,6,0.0,8,1,0.18605324074074073
21,F,African-American,Less than 25,High,Female,2,-10.0,10,1,1.0202083333333334
24,F,African-American,Less than 25,High,Female,7,-1.0,9,0,1.1149421296296296
33,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,1.0867824074074075
24,M,Caucasian,Less than 25,Low,Female,1,-24.0,4,0,0.7421296296296296
46,F,Caucasian,Greater than 45,Low,Male,1,-4.0,1,0,0.9198495370370371
32,F,Hispanic,25 - 45,Medium,Male,7,-1.0,7,0,1.1444328703703703
24,F,Hispanic,Less than 25,Low,Male,2,-25.0,3,0,9.056157407407408
38,F,Caucasian,25 - 45,Low,Female,0,-1.0,1,0,2.6641898148148146
30,F,African-American,25 - 45,High,Male,13,0.0,10,1,2.8978125
26,M,African-American,25 - 45,High,Male,27,-1.0,9,1,10.033773148148148
57,F,Caucasian,Greater than 45,Low,Male,2,-28.0,1,0,9.151574074074073
43,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,2.072337962962963
22,M,African-American,Less than 25,Medium,Male,0,0.0,6,0,0.01880787037037037
28,M,African-American,25 - 45,High,Female,9,-12.0,9,1,12.018321759259258
51,F,Caucasian,Greater than 45,Low,Male,3,-1.0,4,0,6.921481481481481
41,F,Hispanic,25 - 45,Low,Male,3,-1.0,1,0,1.0465162037037037
24,F,Caucasian,Less than 25,Medium,Male,1,-1.0,7,0,1.0036458333333333
48,F,African-American,Greater than 45,Low,Male,3,-1.0,2,1,1.0916898148148149
26,M,Caucasian,25 - 45,Low,Male,0,-1.0,3,1,1.8578009259259258
31,F,African-American,25 - 45,Low,Male,6,0.0,2,1,0.8211921296296296
27,M,African-American,25 - 45,High,Male,6,-1.0,10,0,1.0095023148148148
25,M,African-American,25 - 45,Low,Male,0,-1.0,4,0,0.807662037037037
56,M,Caucasian,Greater than 45,Low,Male,3,0.0,3,0,0.18037037037037038
29,M,African-American,25 - 45,Low,Female,1,-1.0,4,0,1.7291203703703704
30,F,Caucasian,25 - 45,Low,Female,3,-1.0,3,1,0.14048611111111112
21,F,African-American,Less than 25,High,Male,0,-1.0,8,0,2.109537037037037
22,F,Caucasian,Less than 25,Low,Male,1,-2.0,4,1,0.7677199074074074
28,M,African-American,25 - 45,Low,Female,0,-1.0,2,0,0.9176620370370371
35,F,African-American,25 - 45,Low,Male,2,0.0,1,0,-0.1330324074074074
23,F,Caucasian,Less than 25,Low,Male,0,-1.0,2,0,1.065775462962963
48,F,African-American,Greater than 45,High,Male,4,0.0,8,0,0.27078703703703705
22,M,Caucasian,Less than 25,High,Male,4,-1.0,8,1,2.8955787037037037
37,F,African-American,25 - 45,High,Male,2,0.0,9,0,169.72576388888888
33,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0.969849537037037
23,F,African-American,Less than 25,Medium,Male,5,-1.0,7,1,1.714074074074074
22,M,African-American,Less than 25,Medium,Male,0,-1.0,7,1,0.9540625
24,F,African-American,Less than 25,Low,Male,0,0.0,4,0,0.5480208333333333
44,M,African-American,25 - 45,Medium,Male,2,-1.0,7,0,5.095277777777778
26,M,African-American,25 - 45,Low,Female,0,-1.0,2,0,0.5516898148148148
29,F,African-American,25 - 45,Medium,Male,2,-1.0,6,0,1.8914699074074075
26,F,Hispanic,25 - 45,Low,Male,0,-1.0,2,0,0.7816666666666666
30,M,Caucasian,25 - 45,Low,Male,1,-1.0,1,0,0.8964236111111111
23,F,African-American,Less than 25,Medium,Male,1,-1.0,6,1,3.821342592592593
42,F,Other,25 - 45,Low,Male,1,-2.0,2,0,1.2836342592592593
28,F,African-American,25 - 45,Low,Female,0,-1.0,3,1,2.22349537037037
20,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,11.099837962962964
24,M,Caucasian,Less than 25,Medium,Female,7,-1.0,7,0,1.1356828703703703
36,F,Other,25 - 45,Medium,Female,6,-21.0,7,1,0.21681712962962962
37,F,African-American,25 - 45,Low,Male,6,-1.0,2,1,0.9026273148148148
21,F,African-American,Less than 25,High,Female,1,-1.0,9,0,4.050358796296297
27,F,African-American,25 - 45,Medium,Male,8,-1.0,5,1,25.733587962962964
26,F,African-American,25 - 45,Low,Male,2,-1.0,4,1,0.819212962962963
42,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,6.289618055555556
23,F,African-American,Less than 25,High,Male,8,-1.0,10,1,2.904664351851852
55,M,Caucasian,Greater than 45,Low,Female,0,-3.0,1,0,0.9967939814814815
24,F,Caucasian,Less than 25,Medium,Male,1,-1.0,6,1,3.9497569444444443
23,M,African-American,Less than 25,Low,Male,0,0.0,4,0,0.9819212962962963
64,F,African-American,Greater than 45,Low,Female,0,-1.0,1,0,4.060717592592592
48,M,Other,Greater than 45,Low,Male,0,-1.0,1,0,1.942974537037037
39,F,African-American,25 - 45,Medium,Female,0,0.0,5,1,57.688344907407405
30,M,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0.9814583333333333
22,M,African-American,Less than 25,Low,Female,1,-3.0,4,0,-0.0042592592592592595
20,F,African-American,Less than 25,Medium,Male,2,0.0,6,1,58.30114583333334
21,F,African-American,Less than 25,Low,Male,0,-1.0,4,1,4.222696759259259
24,F,Caucasian,Less than 25,Low,Male,0,0.0,4,0,0.2245949074074074
30,M,African-American,25 - 45,Medium,Male,3,-1.0,7,0,206.17707175925926
51,F,African-American,Greater than 45,High,Male,12,21.0,8,1,151.61547453703704
21,F,African-American,Less than 25,High,Male,1,-1.0,10,1,1.990162037037037
31,F,African-American,25 - 45,High,Male,1,-1.0,10,0,0.9079050925925926
23,M,African-American,Less than 25,Medium,Male,2,-1.0,7,1,3.967199074074074
23,M,Hispanic,Less than 25,Medium,Male,0,-1.0,7,0,1.0259722222222223
32,F,African-American,25 - 45,Low,Male,4,-1.0,4,1,1.0869675925925926
28,F,African-American,25 - 45,Medium,Male,11,-1.0,6,1,2.2174537037037036
24,F,African-American,Less than 25,Low,Male,0,-1.0,2,0,1.3039814814814814
19,F,African-American,Less than 25,Low,Female,1,-1.0,4,1,2.2105324074074075
31,M,Other,25 - 45,Low,Male,1,0.0,1,0,0.952650462962963
29,F,African-American,25 - 45,Low,Male,3,0.0,4,1,0.002789351851851852
41,F,African-American,25 - 45,Medium,Male,6,-1.0,6,1,39.2250462962963
28,M,African-American,25 - 45,Low,Male,4,-1.0,3,1,34.09444444444444
29,F,Caucasian,25 - 45,Low,Male,6,-1.0,4,1,0.657974537037037
49,F,Caucasian,Greater than 45,Medium,Male,0,-1.0,5,0,1.195613425925926
42,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,-0.171875
38,M,African-American,25 - 45,Low,Male,4,-1.0,2,0,0.844224537037037
22,F,African-American,Less than 25,Medium,Male,3,-1.0,6,1,16.039016203703703
46,M,Caucasian,Greater than 45,Low,Male,0,-1.0,2,1,37.78489583333333
38,F,African-American,25 - 45,Low,Male,0,-1.0,3,1,1.1485648148148149
36,F,African-American,25 - 45,Medium,Male,0,-1.0,6,0,0.8270717592592592
22,F,Caucasian,Less than 25,High,Male,6,-1.0,9,1,0.912337962962963
29,M,African-American,25 - 45,High,Male,11,-1.0,10,0,0.8995486111111111
39,M,African-American,25 - 45,Low,Male,2,-1.0,2,0,1.1099421296296297
47,M,Caucasian,Greater than 45,Low,Male,0,-1.0,2,0,2.8793055555555553
26,F,African-American,25 - 45,High,Male,7,-1.0,10,1,1.8897569444444444
21,F,African-American,Less than 25,Medium,Female,0,-4.0,5,1,4.384803240740741
63,M,African-American,Greater than 45,Low,Male,2,-1.0,1,0,1.7302314814814814
27,F,African-American,25 - 45,Low,Male,2,-1.0,2,1,0.8972800925925926
55,M,Caucasian,Greater than 45,Medium,Male,27,-1.0,5,0,1.8040972222222222
54,M,Other,Greater than 45,Low,Male,2,-1.0,2,1,1.0542013888888888
26,F,Caucasian,25 - 45,Medium,Male,0,-1.0,5,1,1.7431597222222222
37,M,Caucasian,25 - 45,Low,Male,1,-9.0,2,0,0.8711111111111111
34,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,1.1427662037037036
48,F,Hispanic,Greater than 45,Low,Female,4,-6.0,1,1,1.321539351851852
25,F,African-American,25 - 45,Medium,Male,2,-1.0,7,1,49.95184027777778
57,F,Other,Greater than 45,Low,Male,0,-1.0,1,1,0.6766435185185186
21,F,Hispanic,Less than 25,Low,Male,0,-1.0,3,1,1.826261574074074
32,F,African-American,25 - 45,High,Male,8,-1.0,9,0,1.0124074074074074
25,F,African-American,25 - 45,High,Female,5,-1.0,9,1,0.8283680555555556
33,F,African-American,25 - 45,Low,Female,2,-1.0,3,1,2.0611458333333332
26,F,African-American,25 - 45,Medium,Male,2,-1.0,5,1,21.879166666666666
29,M,African-American,25 - 45,Low,Male,2,-1.0,4,0,3.264178240740741
28,M,Caucasian,25 - 45,Low,Male,6,0.0,4,1,1.8161805555555555
53,F,African-American,Greater than 45,Medium,Male,20,-3.0,5,0,3.1628587962962964
57,M,Hispanic,Greater than 45,Low,Male,1,-15.0,1,0,1.0927662037037038
27,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,43.79995370370371
48,F,Caucasian,Greater than 45,Low,Male,0,-1.0,2,0,1.0072106481481482
29,M,Hispanic,25 - 45,Low,Male,0,0.0,2,1,3.2093171296296297
25,M,Caucasian,25 - 45,Low,Male,1,0.0,4,1,3.0497685185185186
67,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,1.8252083333333333
29,M,African-American,25 - 45,Medium,Male,2,0.0,5,1,0.22049768518518517
53,F,African-American,Greater than 45,Low,Female,3,-1.0,2,0,2.3131712962962965
49,F,African-American,Greater than 45,Low,Male,0,-4.0,1,0,0.8142708333333334
44,M,Caucasian,25 - 45,Low,Female,0,-1.0,1,1,0.7178935185185186
55,F,Hispanic,Greater than 45,Low,Female,0,-1.0,1,0,0.6966087962962964
26,F,African-American,25 - 45,High,Male,10,-1.0,8,1,2.0533912037037036
46,M,African-American,Greater than 45,Low,Male,0,-1.0,1,1,0.8209953703703704
30,F,Caucasian,25 - 45,Low,Male,1,-1.0,3,1,0.7978703703703703
48,F,African-American,Greater than 45,Medium,Female,0,-1.0,6,1,9.706493055555555
77,M,African-American,Greater than 45,Low,Male,1,-1.0,1,1,2.319548611111111
21,F,African-American,Less than 25,High,Male,2,-1.0,10,1,1.002662037037037
54,F,African-American,Greater than 45,Low,Male,4,-1.0,3,1,3.0661342592592593
54,F,Caucasian,Greater than 45,Low,Male,3,-1.0,2,0,0.6687615740740741
26,F,African-American,25 - 45,High,Male,15,-1.0,9,0,42.966400462962966
23,F,African-American,Less than 25,High,Male,8,0.0,9,1,255.07625
39,F,Caucasian,25 - 45,Low,Male,2,0.0,2,0,18.345277777777778
35,F,Hispanic,25 - 45,Medium,Male,13,-1.0,7,0,4.123981481481482
29,M,African-American,25 - 45,Low,Male,1,-1.0,1,1,0.9607986111111111
30,M,African-American,25 - 45,Low,Male,9,-1.0,4,1,1.2843402777777777
41,F,African-American,25 - 45,Low,Male,6,-1.0,3,1,6.066736111111111
32,M,African-American,25 - 45,High,Male,1,-1.0,10,0,115.06184027777778
48,M,African-American,Greater than 45,Medium,Male,12,-24.0,6,0,-0.44765046296296296
52,M,African-American,Greater than 45,Medium,Male,0,-1.0,6,1,4.048622685185185
31,F,African-American,25 - 45,Low,Male,3,0.0,1,1,-0.155625
22,F,Caucasian,Less than 25,Medium,Male,1,-1.0,5,1,1.2152777777777777
46,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,-0.1413425925925926
29,F,African-American,25 - 45,Low,Male,7,-1.0,4,1,1.0494444444444444
22,F,African-American,Less than 25,Medium,Female,0,-2.0,7,0,0.8388773148148149
39,F,African-American,25 - 45,Low,Male,8,-1.0,4,0,40.18974537037037
35,F,African-American,25 - 45,Medium,Male,9,-1.0,6,0,1.198125
26,M,African-American,25 - 45,Low,Male,1,0.0,1,0,14.227002314814815
27,F,African-American,25 - 45,Low,Male,1,0.0,2,1,-0.4058912037037037
27,F,African-American,25 - 45,High,Male,5,-28.0,10,1,28.09292824074074
34,F,Caucasian,25 - 45,High,Female,10,22.0,9,1,13.905960648148149
32,M,African-American,25 - 45,Low,Female,0,0.0,1,1,0.26265046296296296
25,F,African-American,25 - 45,High,Male,5,-1.0,9,1,4.916539351851852
22,M,Caucasian,Less than 25,Medium,Male,2,-1.0,5,1,24.864016203703702
52,F,African-American,Greater than 45,High,Male,7,-1.0,9,1,117.92335648148148
21,F,African-American,Less than 25,High,Male,2,0.0,10,1,0.9291087962962963
28,F,African-American,25 - 45,High,Male,11,-1.0,9,1,1.6848842592592592
26,F,Hispanic,25 - 45,Medium,Male,0,-1.0,6,0,0.18962962962962962
23,M,Caucasian,Less than 25,Low,Male,4,-1.0,4,1,7.822025462962963
31,M,African-American,25 - 45,Low,Male,1,-1.0,1,0,1.1573842592592594
34,M,Caucasian,25 - 45,Medium,Male,1,-1.0,5,0,0.8687847222222222
32,M,African-American,25 - 45,Low,Male,0,-1.0,4,0,0.6299421296296296
50,M,Caucasian,Greater than 45,Low,Female,0,-3.0,3,1,0.22831018518518517
27,M,African-American,25 - 45,Medium,Male,1,-1.0,5,0,0.9627430555555555
26,F,African-American,25 - 45,Low,Female,4,-1.0,3,0,2.121400462962963
27,F,African-American,25 - 45,Medium,Male,4,-1.0,5,1,1.7430324074074075
29,F,Caucasian,25 - 45,Low,Male,0,0.0,3,1,0.9829629629629629
58,M,African-American,Greater than 45,Low,Male,0,-1.0,1,0,1.3905555555555555
27,F,African-American,25 - 45,High,Male,14,0.0,10,1,1.6369791666666667
28,F,African-American,25 - 45,Medium,Male,5,0.0,5,1,0.21609953703703705
24,F,African-American,Less than 25,High,Male,15,-1.0,10,1,2.0659375
50,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,1.1614467592592592
30,F,African-American,25 - 45,High,Female,15,-4.0,9,1,-0.1954050925925926
46,F,Hispanic,Greater than 45,Low,Male,0,-1.0,1,0,1.0768055555555556
43,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,1,1.0863425925925927
24,F,Caucasian,Less than 25,Low,Male,0,-1.0,2,1,0.6829976851851852
34,F,African-American,25 - 45,Medium,Male,10,-1.0,7,0,1.0764699074074073
26,F,Caucasian,25 - 45,Low,Male,2,-1.0,2,0,3.164849537037037
31,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0.9523611111111111
23,F,African-American,Less than 25,Low,Male,1,-24.0,3,1,22.342511574074074
39,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,18.072916666666668
50,F,African-American,Greater than 45,Low,Male,4,-1.0,1,1,0.8647916666666666
22,M,African-American,Less than 25,Medium,Female,0,-1.0,6,0,1.2470486111111112
25,M,African-American,25 - 45,Low,Female,0,-1.0,2,0,0.9829050925925926
21,F,African-American,Less than 25,High,Female,2,-1.0,9,0,1.0335300925925925
20,F,Caucasian,Less than 25,Low,Male,1,-1.0,4,0,0.9674768518518518
54,M,African-American,Greater than 45,Medium,Male,12,0.0,5,1,118.02356481481482
27,F,African-American,25 - 45,Medium,Female,2,-1.0,6,1,4.037476851851852
45,F,Caucasian,Greater than 45,Medium,Male,5,-4.0,5,1,1.012048611111111
34,F,African-American,25 - 45,Medium,Male,13,-1.0,7,1,1.1096296296296295
55,F,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,1.0619444444444444
24,M,African-American,Less than 25,Low,Male,0,-1.0,2,0,0.6658449074074074
20,F,African-American,Less than 25,High,Male,0,0.0,10,1,0.16125
37,M,African-American,25 - 45,Medium,Male,5,0.0,5,1,6.450243055555555
34,M,Caucasian,25 - 45,Low,Female,1,-21.0,1,0,1.0857175925925926
41,F,African-American,25 - 45,Medium,Female,2,-26.0,6,1,23.56111111111111
21,F,African-American,Less than 25,Medium,Male,1,-1.0,6,1,0.7227083333333333
22,F,African-American,Less than 25,Low,Male,3,-1.0,3,1,8.76181712962963
24,F,African-American,Less than 25,High,Male,0,0.0,8,0,1.1068981481481481
42,F,Caucasian,25 - 45,Low,Male,8,-1.0,4,0,1.0335300925925925
23,M,African-American,Less than 25,Low,Female,0,-1.0,4,1,0.8186574074074074
20,M,Caucasian,Less than 25,Low,Male,0,-1.0,4,0,3.6856597222222223
44,F,Caucasian,25 - 45,Low,Female,0,-1.0,1,1,0.7518518518518519
20,M,African-American,Less than 25,Low,Male,0,-1.0,4,1,1.0952777777777778
27,M,African-American,25 - 45,Medium,Male,5,-1.0,5,0,0.8502662037037036
20,M,Caucasian,Less than 25,High,Male,0,-1.0,10,1,0.8710648148148148
20,F,African-American,Less than 25,Medium,Male,0,-3.0,6,0,0.3152314814814815
28,F,Caucasian,25 - 45,Low,Male,1,-1.0,4,1,30.03667824074074
29,F,African-American,25 - 45,Medium,Male,9,0.0,7,1,4.754155092592592
21,F,African-American,Less than 25,High,Male,0,-1.0,9,1,1.8199537037037037
24,F,African-American,Less than 25,Medium,Female,2,-1.0,6,1,57.99771990740741
21,F,Other,Less than 25,Low,Male,0,-3.0,4,1,-0.17733796296296298
24,F,African-American,Less than 25,Medium,Female,0,0.0,5,0,0.23189814814814816
23,F,African-American,Less than 25,Medium,Male,3,-1.0,5,1,6.048865740740741
27,F,Caucasian,25 - 45,Low,Male,0,0.0,4,0,12.123090277777777
24,F,Caucasian,Less than 25,Low,Male,0,-2.0,4,0,0.8470949074074074
31,M,African-American,25 - 45,Medium,Male,6,27.0,6,1,48.81701388888889
22,F,African-American,Less than 25,Low,Male,0,-5.0,4,1,5.169675925925926
54,F,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0.3514583333333333
35,F,African-American,25 - 45,Medium,Female,7,-1.0,6,1,1.9958217592592593
53,F,African-American,Greater than 45,Medium,Female,0,-1.0,5,0,1.4228125
26,M,African-American,25 - 45,Low,Male,9,-1.0,4,1,1.8865046296296297
48,M,African-American,Greater than 45,Low,Male,7,-1.0,4,1,4.322106481481481
56,M,African-American,Greater than 45,Low,Female,2,-1.0,1,1,0.8460416666666667
25,F,African-American,25 - 45,Medium,Male,6,0.0,7,1,0.11399305555555556
49,F,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,-0.20033564814814814
34,M,Caucasian,25 - 45,Low,Male,0,-1.0,2,1,29.945486111111112
21,M,African-American,Less than 25,Medium,Male,0,-1.0,6,1,1.047800925925926
23,F,Caucasian,Less than 25,Medium,Male,0,-3.0,6,1,1.8110069444444445
57,F,Caucasian,Greater than 45,Low,Male,0,-2.0,1,0,-0.10065972222222222
25,F,Caucasian,25 - 45,High,Male,5,-1.0,10,1,35.05803240740741
42,F,African-American,25 - 45,Medium,Female,1,-1.0,5,0,0.5862152777777778
51,F,African-American,Greater than 45,Medium,Male,1,0.0,5,0,0.19708333333333333
